Configuration Index,RAM (GB),Processor Speeds (GHz),Integrated Wireless,HD Size (GB),Bundled Applications,Retail Price
222,2,2,No,120,No,355
202,2,1.5,No,40,No,270
216,2,2,Yes,300,No,435
216,2,2,Yes,300,No,435
215,2,2,Yes,300,Yes,485
200,2,1.5,Yes,300,No,410
199,2,1.5,Yes,300,Yes,460
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
211,2,2,Yes,80,Yes,405
208,2,1.5,No,300,No,390
209,2,2,Yes,40,Yes,365
199,2,1.5,Yes,300,Yes,460
200,2,1.5,Yes,300,No,410
220,2,2,No,80,No,335
202,2,1.5,No,40,No,270
222,2,2,No,120,No,355
216,2,2,Yes,300,No,435
202,2,1.5,No,40,No,270
207,2,1.5,No,300,Yes,440
223,2,2,No,300,Yes,465
219,2,2,No,80,Yes,385
201,2,1.5,No,40,Yes,320
223,2,2,No,300,Yes,465
224,2,2,No,300,No,415
212,2,2,Yes,80,No,355
211,2,2,Yes,80,Yes,405
200,2,1.5,Yes,300,No,410
194,2,1.5,Yes,40,No,290
219,2,2,No,80,Yes,385
200,2,1.5,Yes,300,No,410
201,2,1.5,No,40,Yes,320
209,2,2,Yes,40,Yes,365
200,2,1.5,Yes,300,No,410
199,2,1.5,Yes,300,Yes,460
222,2,2,No,120,No,355
193,2,1.5,Yes,40,Yes,340
207,2,1.5,No,300,Yes,440
209,2,2,Yes,40,Yes,365
209,2,2,Yes,40,Yes,365
193,2,1.5,Yes,40,Yes,340
219,2,2,No,80,Yes,385
224,2,2,No,300,No,415
210,2,2,Yes,40,No,315
222,2,2,No,120,No,355
216,2,2,Yes,300,No,435
208,2,1.5,No,300,No,390
201,2,1.5,No,40,Yes,320
211,2,2,Yes,80,Yes,405
215,2,2,Yes,300,Yes,485
220,2,2,No,80,No,335
222,2,2,No,120,No,355
211,2,2,Yes,80,Yes,405
200,2,1.5,Yes,300,No,410
199,2,1.5,Yes,300,Yes,460
218,2,2,No,40,No,295
200,2,1.5,Yes,300,No,410
200,2,1.5,Yes,300,No,410
222,2,2,No,120,No,355
200,2,1.5,Yes,300,No,410
202,2,1.5,No,40,No,270
207,2,1.5,No,300,Yes,440
211,2,2,Yes,80,Yes,405
207,2,1.5,No,300,Yes,440
223,2,2,No,300,Yes,465
212,2,2,Yes,80,No,355
217,2,2,No,40,Yes,345
216,2,2,Yes,300,No,435
208,2,1.5,No,300,No,390
215,2,2,Yes,300,Yes,485
200,2,1.5,Yes,300,No,410
210,2,2,Yes,40,No,315
218,2,2,No,40,No,295
199,2,1.5,Yes,300,Yes,460
216,2,2,Yes,300,No,435
200,2,1.5,Yes,300,No,410
200,2,1.5,Yes,300,No,410
200,2,1.5,Yes,300,No,410
199,2,1.5,Yes,300,Yes,460
207,2,1.5,No,300,Yes,440
220,2,2,No,80,No,335
207,2,1.5,No,300,Yes,440
207,2,1.5,No,300,Yes,440
209,2,2,Yes,40,Yes,365
199,2,1.5,Yes,300,Yes,460
220,2,2,No,80,No,335
223,2,2,No,300,Yes,465
194,2,1.5,Yes,40,No,290
217,2,2,No,40,Yes,345
211,2,2,Yes,80,Yes,405
211,2,2,Yes,80,Yes,405
211,2,2,Yes,80,Yes,405
224,2,2,No,300,No,415
212,2,2,Yes,80,No,355
207,2,1.5,No,300,Yes,440
210,2,2,Yes,40,No,315
200,2,1.5,Yes,300,No,410
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
207,2,1.5,No,300,Yes,440
222,2,2,No,120,No,355
216,2,2,Yes,300,No,435
202,2,1.5,No,40,No,270
199,2,1.5,Yes,300,Yes,460
223,2,2,No,300,Yes,465
201,2,1.5,No,40,Yes,320
200,2,1.5,Yes,300,No,410
219,2,2,No,80,Yes,385
219,2,2,No,80,Yes,385
208,2,1.5,No,300,No,390
220,2,2,No,80,No,335
207,2,1.5,No,300,Yes,440
211,2,2,Yes,80,Yes,405
210,2,2,Yes,40,No,315
194,2,1.5,Yes,40,No,290
224,2,2,No,300,No,415
201,2,1.5,No,40,Yes,320
212,2,2,Yes,80,No,355
224,2,2,No,300,No,415
223,2,2,No,300,Yes,465
209,2,2,Yes,40,Yes,365
222,2,2,No,120,No,355
209,2,2,Yes,40,Yes,365
209,2,2,Yes,40,Yes,365
224,2,2,No,300,No,415
212,2,2,Yes,80,No,355
212,2,2,Yes,80,No,355
223,2,2,No,300,Yes,465
212,2,2,Yes,80,No,355
193,2,1.5,Yes,40,Yes,340
211,2,2,Yes,80,Yes,405
207,2,1.5,No,300,Yes,440
212,2,2,Yes,80,No,355
200,2,1.5,Yes,300,No,410
219,2,2,No,80,Yes,385
201,2,1.5,No,40,Yes,320
218,2,2,No,40,No,295
193,2,1.5,Yes,40,Yes,340
220,2,2,No,80,No,335
209,2,2,Yes,40,Yes,365
209,2,2,Yes,40,Yes,365
193,2,1.5,Yes,40,Yes,340
207,2,1.5,No,300,Yes,440
200,2,1.5,Yes,300,No,410
202,2,1.5,No,40,No,270
220,2,2,No,80,No,335
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
219,2,2,No,80,Yes,385
211,2,2,Yes,80,Yes,405
222,2,2,No,120,No,355
223,2,2,No,300,Yes,465
194,2,1.5,Yes,40,No,290
200,2,1.5,Yes,300,No,410
224,2,2,No,300,No,415
219,2,2,No,80,Yes,385
200,2,1.5,Yes,300,No,410
224,2,2,No,300,No,415
209,2,2,Yes,40,Yes,365
224,2,2,No,300,No,415
215,2,2,Yes,300,Yes,485
194,2,1.5,Yes,40,No,290
208,2,1.5,No,300,No,390
208,2,1.5,No,300,No,390
223,2,2,No,300,Yes,465
207,2,1.5,No,300,Yes,440
209,2,2,Yes,40,Yes,365
200,2,1.5,Yes,300,No,410
200,2,1.5,Yes,300,No,410
216,2,2,Yes,300,No,435
222,2,2,No,120,No,355
224,2,2,No,300,No,415
199,2,1.5,Yes,300,Yes,460
217,2,2,No,40,Yes,345
207,2,1.5,No,300,Yes,440
208,2,1.5,No,300,No,390
193,2,1.5,Yes,40,Yes,340
202,2,1.5,No,40,No,270
208,2,1.5,No,300,No,390
209,2,2,Yes,40,Yes,365
200,2,1.5,Yes,300,No,410
224,2,2,No,300,No,415
219,2,2,No,80,Yes,385
220,2,2,No,80,No,335
207,2,1.5,No,300,Yes,440
216,2,2,Yes,300,No,435
219,2,2,No,80,Yes,385
207,2,1.5,No,300,Yes,440
215,2,2,Yes,300,Yes,485
202,2,1.5,No,40,No,270
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
219,2,2,No,80,Yes,385
218,2,2,No,40,No,295
200,2,1.5,Yes,300,No,410
210,2,2,Yes,40,No,315
224,2,2,No,300,No,415
216,2,2,Yes,300,No,435
212,2,2,Yes,80,No,355
216,2,2,Yes,300,No,435
223,2,2,No,300,Yes,465
215,2,2,Yes,300,Yes,485
208,2,1.5,No,300,No,390
199,2,1.5,Yes,300,Yes,460
208,2,1.5,No,300,No,390
223,2,2,No,300,Yes,465
218,2,2,No,40,No,295
215,2,2,Yes,300,Yes,485
217,2,2,No,40,Yes,345
211,2,2,Yes,80,Yes,405
194,2,1.5,Yes,40,No,290
224,2,2,No,300,No,415
207,2,1.5,No,300,Yes,440
202,2,1.5,No,40,No,270
211,2,2,Yes,80,Yes,405
209,2,2,Yes,40,Yes,365
215,2,2,Yes,300,Yes,485
201,2,1.5,No,40,Yes,320
208,2,1.5,No,300,No,390
207,2,1.5,No,300,Yes,440
212,2,2,Yes,80,No,355
219,2,2,No,80,Yes,385
208,2,1.5,No,300,No,390
199,2,1.5,Yes,300,Yes,460
216,2,2,Yes,300,No,435
222,2,2,No,120,No,355
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
199,2,1.5,Yes,300,Yes,460
212,2,2,Yes,80,No,355
210,2,2,Yes,40,No,315
224,2,2,No,300,No,415
201,2,1.5,No,40,Yes,320
193,2,1.5,Yes,40,Yes,340
193,2,1.5,Yes,40,Yes,340
199,2,1.5,Yes,300,Yes,460
220,2,2,No,80,No,335
216,2,2,Yes,300,No,435
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
216,2,2,Yes,300,No,435
211,2,2,Yes,80,Yes,405
200,2,1.5,Yes,300,No,410
215,2,2,Yes,300,Yes,485
200,2,1.5,Yes,300,No,410
208,2,1.5,No,300,No,390
202,2,1.5,No,40,No,270
207,2,1.5,No,300,Yes,440
217,2,2,No,40,Yes,345
201,2,1.5,No,40,Yes,320
208,2,1.5,No,300,No,390
201,2,1.5,No,40,Yes,320
218,2,2,No,40,No,295
215,2,2,Yes,300,Yes,485
220,2,2,No,80,No,335
199,2,1.5,Yes,300,Yes,460
210,2,2,Yes,40,No,315
223,2,2,No,300,Yes,465
216,2,2,Yes,300,No,435
207,2,1.5,No,300,Yes,440
216,2,2,Yes,300,No,435
224,2,2,No,300,No,415
222,2,2,No,120,No,355
224,2,2,No,300,No,415
208,2,1.5,No,300,No,390
209,2,2,Yes,40,Yes,365
210,2,2,Yes,40,No,315
216,2,2,Yes,300,No,435
201,2,1.5,No,40,Yes,320
210,2,2,Yes,40,No,315
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
193,2,1.5,Yes,40,Yes,340
211,2,2,Yes,80,Yes,405
219,2,2,No,80,Yes,385
202,2,1.5,No,40,No,270
212,2,2,Yes,80,No,355
217,2,2,No,40,Yes,345
223,2,2,No,300,Yes,465
201,2,1.5,No,40,Yes,320
218,2,2,No,40,No,295
208,2,1.5,No,300,No,390
222,2,2,No,120,No,355
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
216,2,2,Yes,300,No,435
223,2,2,No,300,Yes,465
224,2,2,No,300,No,415
194,2,1.5,Yes,40,No,290
211,2,2,Yes,80,Yes,405
223,2,2,No,300,Yes,465
224,2,2,No,300,No,415
223,2,2,No,300,Yes,465
193,2,1.5,Yes,40,Yes,340
200,2,1.5,Yes,300,No,410
194,2,1.5,Yes,40,No,290
211,2,2,Yes,80,Yes,405
200,2,1.5,Yes,300,No,410
215,2,2,Yes,300,Yes,485
200,2,1.5,Yes,300,No,410
224,2,2,No,300,No,415
209,2,2,Yes,40,Yes,365
222,2,2,No,120,No,355
209,2,2,Yes,40,Yes,365
216,2,2,Yes,300,No,435
193,2,1.5,Yes,40,Yes,340
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
224,2,2,No,300,No,415
209,2,2,Yes,40,Yes,365
216,2,2,Yes,300,No,435
207,2,1.5,No,300,Yes,440
212,2,2,Yes,80,No,355
208,2,1.5,No,300,No,390
200,2,1.5,Yes,300,No,410
208,2,1.5,No,300,No,390
201,2,1.5,No,40,Yes,320
207,2,1.5,No,300,Yes,440
215,2,2,Yes,300,Yes,485
216,2,2,Yes,300,No,435
209,2,2,Yes,40,Yes,365
207,2,1.5,No,300,Yes,440
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
199,2,1.5,Yes,300,Yes,460
209,2,2,Yes,40,Yes,365
200,2,1.5,Yes,300,No,410
194,2,1.5,Yes,40,No,290
199,2,1.5,Yes,300,Yes,460
208,2,1.5,No,300,No,390
200,2,1.5,Yes,300,No,410
207,2,1.5,No,300,Yes,440
222,2,2,No,120,No,355
207,2,1.5,No,300,Yes,440
209,2,2,Yes,40,Yes,365
193,2,1.5,Yes,40,Yes,340
194,2,1.5,Yes,40,No,290
194,2,1.5,Yes,40,No,290
200,2,1.5,Yes,300,No,410
208,2,1.5,No,300,No,390
224,2,2,No,300,No,415
201,2,1.5,No,40,Yes,320
202,2,1.5,No,40,No,270
194,2,1.5,Yes,40,No,290
211,2,2,Yes,80,Yes,405
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
207,2,1.5,No,300,Yes,440
218,2,2,No,40,No,295
208,2,1.5,No,300,No,390
222,2,2,No,120,No,355
199,2,1.5,Yes,300,Yes,460
224,2,2,No,300,No,415
201,2,1.5,No,40,Yes,320
223,2,2,No,300,Yes,465
212,2,2,Yes,80,No,355
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
193,2,1.5,Yes,40,Yes,340
209,2,2,Yes,40,Yes,365
222,2,2,No,120,No,355
212,2,2,Yes,80,No,355
215,2,2,Yes,300,Yes,485
222,2,2,No,120,No,355
207,2,1.5,No,300,Yes,440
219,2,2,No,80,Yes,385
222,2,2,No,120,No,355
220,2,2,No,80,No,335
212,2,2,Yes,80,No,355
218,2,2,No,40,No,295
220,2,2,No,80,No,335
222,2,2,No,120,No,355
219,2,2,No,80,Yes,385
216,2,2,Yes,300,No,435
211,2,2,Yes,80,Yes,405
201,2,1.5,No,40,Yes,320
207,2,1.5,No,300,Yes,440
199,2,1.5,Yes,300,Yes,460
220,2,2,No,80,No,335
200,2,1.5,Yes,300,No,410
216,2,2,Yes,300,No,435
222,2,2,No,120,No,355
216,2,2,Yes,300,No,435
210,2,2,Yes,40,No,315
210,2,2,Yes,40,No,315
224,2,2,No,300,No,415
212,2,2,Yes,80,No,355
222,2,2,No,120,No,355
202,2,1.5,No,40,No,270
222,2,2,No,120,No,355
212,2,2,Yes,80,No,355
215,2,2,Yes,300,Yes,485
200,2,1.5,Yes,300,No,410
211,2,2,Yes,80,Yes,405
207,2,1.5,No,300,Yes,440
217,2,2,No,40,Yes,345
219,2,2,No,80,Yes,385
209,2,2,Yes,40,Yes,365
207,2,1.5,No,300,Yes,440
219,2,2,No,80,Yes,385
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
211,2,2,Yes,80,Yes,405
199,2,1.5,Yes,300,Yes,460
216,2,2,Yes,300,No,435
216,2,2,Yes,300,No,435
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
222,2,2,No,120,No,355
219,2,2,No,80,Yes,385
209,2,2,Yes,40,Yes,365
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
199,2,1.5,Yes,300,Yes,460
210,2,2,Yes,40,No,315
207,2,1.5,No,300,Yes,440
216,2,2,Yes,300,No,435
207,2,1.5,No,300,Yes,440
212,2,2,Yes,80,No,355
223,2,2,No,300,Yes,465
211,2,2,Yes,80,Yes,405
211,2,2,Yes,80,Yes,405
202,2,1.5,No,40,No,270
200,2,1.5,Yes,300,No,410
207,2,1.5,No,300,Yes,440
199,2,1.5,Yes,300,Yes,460
219,2,2,No,80,Yes,385
218,2,2,No,40,No,295
208,2,1.5,No,300,No,390
215,2,2,Yes,300,Yes,485
209,2,2,Yes,40,Yes,365
199,2,1.5,Yes,300,Yes,460
202,2,1.5,No,40,No,270
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
216,2,2,Yes,300,No,435
208,2,1.5,No,300,No,390
224,2,2,No,300,No,415
209,2,2,Yes,40,Yes,365
215,2,2,Yes,300,Yes,485
218,2,2,No,40,No,295
210,2,2,Yes,40,No,315
208,2,1.5,No,300,No,390
212,2,2,Yes,80,No,355
207,2,1.5,No,300,Yes,440
211,2,2,Yes,80,Yes,405
215,2,2,Yes,300,Yes,485
222,2,2,No,120,No,355
222,2,2,No,120,No,355
217,2,2,No,40,Yes,345
220,2,2,No,80,No,335
212,2,2,Yes,80,No,355
223,2,2,No,300,Yes,465
208,2,1.5,No,300,No,390
199,2,1.5,Yes,300,Yes,460
222,2,2,No,120,No,355
202,2,1.5,No,40,No,270
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
220,2,2,No,80,No,335
201,2,1.5,No,40,Yes,320
223,2,2,No,300,Yes,465
210,2,2,Yes,40,No,315
211,2,2,Yes,80,Yes,405
211,2,2,Yes,80,Yes,405
212,2,2,Yes,80,No,355
211,2,2,Yes,80,Yes,405
212,2,2,Yes,80,No,355
207,2,1.5,No,300,Yes,440
223,2,2,No,300,Yes,465
211,2,2,Yes,80,Yes,405
224,2,2,No,300,No,415
207,2,1.5,No,300,Yes,440
199,2,1.5,Yes,300,Yes,460
208,2,1.5,No,300,No,390
216,2,2,Yes,300,No,435
209,2,2,Yes,40,Yes,365
220,2,2,No,80,No,335
211,2,2,Yes,80,Yes,405
212,2,2,Yes,80,No,355
201,2,1.5,No,40,Yes,320
209,2,2,Yes,40,Yes,365
210,2,2,Yes,40,No,315
222,2,2,No,120,No,355
211,2,2,Yes,80,Yes,405
215,2,2,Yes,300,Yes,485
224,2,2,No,300,No,415
216,2,2,Yes,300,No,435
212,2,2,Yes,80,No,355
211,2,2,Yes,80,Yes,405
210,2,2,Yes,40,No,315
219,2,2,No,80,Yes,385
199,2,1.5,Yes,300,Yes,460
215,2,2,Yes,300,Yes,485
200,2,1.5,Yes,300,No,410
224,2,2,No,300,No,415
222,2,2,No,120,No,355
215,2,2,Yes,300,Yes,485
223,2,2,No,300,Yes,465
209,2,2,Yes,40,Yes,365
193,2,1.5,Yes,40,Yes,340
207,2,1.5,No,300,Yes,440
207,2,1.5,No,300,Yes,440
219,2,2,No,80,Yes,385
223,2,2,No,300,Yes,465
212,2,2,Yes,80,No,355
209,2,2,Yes,40,Yes,365
217,2,2,No,40,Yes,345
223,2,2,No,300,Yes,465
222,2,2,No,120,No,355
219,2,2,No,80,Yes,385
218,2,2,No,40,No,295
207,2,1.5,No,300,Yes,440
219,2,2,No,80,Yes,385
216,2,2,Yes,300,No,435
211,2,2,Yes,80,Yes,405
220,2,2,No,80,No,335
210,2,2,Yes,40,No,315
222,2,2,No,120,No,355
216,2,2,Yes,300,No,435
200,2,1.5,Yes,300,No,410
210,2,2,Yes,40,No,315
209,2,2,Yes,40,Yes,365
222,2,2,No,120,No,355
199,2,1.5,Yes,300,Yes,460
211,2,2,Yes,80,Yes,405
222,2,2,No,120,No,355
219,2,2,No,80,Yes,385
193,2,1.5,Yes,40,Yes,340
207,2,1.5,No,300,Yes,440
216,2,2,Yes,300,No,435
222,2,2,No,120,No,355
215,2,2,Yes,300,Yes,485
219,2,2,No,80,Yes,385
224,2,2,No,300,No,415
218,2,2,No,40,No,295
201,2,1.5,No,40,Yes,320
210,2,2,Yes,40,No,315
219,2,2,No,80,Yes,385
212,2,2,Yes,80,No,355
219,2,2,No,80,Yes,385
215,2,2,Yes,300,Yes,485
216,2,2,Yes,300,No,435
200,2,1.5,Yes,300,No,410
211,2,2,Yes,80,Yes,405
212,2,2,Yes,80,No,355
224,2,2,No,300,No,415
215,2,2,Yes,300,Yes,485
217,2,2,No,40,Yes,345
200,2,1.5,Yes,300,No,410
216,2,2,Yes,300,No,435
222,2,2,No,120,No,355
194,2,1.5,Yes,40,No,290
200,2,1.5,Yes,300,No,410
193,2,1.5,Yes,40,Yes,340
208,2,1.5,No,300,No,390
223,2,2,No,300,Yes,465
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
199,2,1.5,Yes,300,Yes,460
222,2,2,No,120,No,355
219,2,2,No,80,Yes,385
194,2,1.5,Yes,40,No,290
216,2,2,Yes,300,No,435
211,2,2,Yes,80,Yes,405
200,2,1.5,Yes,300,No,410
210,2,2,Yes,40,No,315
209,2,2,Yes,40,Yes,365
207,2,1.5,No,300,Yes,440
219,2,2,No,80,Yes,385
209,2,2,Yes,40,Yes,365
217,2,2,No,40,Yes,345
220,2,2,No,80,No,335
224,2,2,No,300,No,415
194,2,1.5,Yes,40,No,290
201,2,1.5,No,40,Yes,320
211,2,2,Yes,80,Yes,405
201,2,1.5,No,40,Yes,320
215,2,2,Yes,300,Yes,485
210,2,2,Yes,40,No,315
222,2,2,No,120,No,355
199,2,1.5,Yes,300,Yes,460
207,2,1.5,No,300,Yes,440
223,2,2,No,300,Yes,465
194,2,1.5,Yes,40,No,290
207,2,1.5,No,300,Yes,440
217,2,2,No,40,Yes,345
222,2,2,No,120,No,355
194,2,1.5,Yes,40,No,290
199,2,1.5,Yes,300,Yes,460
209,2,2,Yes,40,Yes,365
220,2,2,No,80,No,335
215,2,2,Yes,300,Yes,485
222,2,2,No,120,No,355
210,2,2,Yes,40,No,315
209,2,2,Yes,40,Yes,365
202,2,1.5,No,40,No,270
207,2,1.5,No,300,Yes,440
218,2,2,No,40,No,295
215,2,2,Yes,300,Yes,485
217,2,2,No,40,Yes,345
216,2,2,Yes,300,No,435
193,2,1.5,Yes,40,Yes,340
212,2,2,Yes,80,No,355
211,2,2,Yes,80,Yes,405
202,2,1.5,No,40,No,270
199,2,1.5,Yes,300,Yes,460
215,2,2,Yes,300,Yes,485
212,2,2,Yes,80,No,355
224,2,2,No,300,No,415
212,2,2,Yes,80,No,355
208,2,1.5,No,300,No,390
212,2,2,Yes,80,No,355
202,2,1.5,No,40,No,270
211,2,2,Yes,80,Yes,405
194,2,1.5,Yes,40,No,290
219,2,2,No,80,Yes,385
200,2,1.5,Yes,300,No,410
199,2,1.5,Yes,300,Yes,460
200,2,1.5,Yes,300,No,410
222,2,2,No,120,No,355
224,2,2,No,300,No,415
222,2,2,No,120,No,355
202,2,1.5,No,40,No,270
207,2,1.5,No,300,Yes,440
220,2,2,No,80,No,335
224,2,2,No,300,No,415
200,2,1.5,Yes,300,No,410
220,2,2,No,80,No,335
210,2,2,Yes,40,No,315
217,2,2,No,40,Yes,345
207,2,1.5,No,300,Yes,440
222,2,2,No,120,No,355
199,2,1.5,Yes,300,Yes,460
194,2,1.5,Yes,40,No,290
215,2,2,Yes,300,Yes,485
222,2,2,No,120,No,355
200,2,1.5,Yes,300,No,410
219,2,2,No,80,Yes,385
210,2,2,Yes,40,No,315
211,2,2,Yes,80,Yes,405
220,2,2,No,80,No,335
209,2,2,Yes,40,Yes,365
215,2,2,Yes,300,Yes,485
210,2,2,Yes,40,No,315
209,2,2,Yes,40,Yes,365
208,2,1.5,No,300,No,390
194,2,1.5,Yes,40,No,290
216,2,2,Yes,300,No,435
199,2,1.5,Yes,300,Yes,460
215,2,2,Yes,300,Yes,485
193,2,1.5,Yes,40,Yes,340
201,2,1.5,No,40,Yes,320
216,2,2,Yes,300,No,435
207,2,1.5,No,300,Yes,440
215,2,2,Yes,300,Yes,485
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
212,2,2,Yes,80,No,355
223,2,2,No,300,Yes,465
194,2,1.5,Yes,40,No,290
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
217,2,2,No,40,Yes,345
199,2,1.5,Yes,300,Yes,460
208,2,1.5,No,300,No,390
222,2,2,No,120,No,355
209,2,2,Yes,40,Yes,365
194,2,1.5,Yes,40,No,290
222,2,2,No,120,No,355
219,2,2,No,80,Yes,385
215,2,2,Yes,300,Yes,485
215,2,2,Yes,300,Yes,485
207,2,1.5,No,300,Yes,440
222,2,2,No,120,No,355
193,2,1.5,Yes,40,Yes,340
199,2,1.5,Yes,300,Yes,460
200,2,1.5,Yes,300,No,410
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
218,2,2,No,40,No,295
211,2,2,Yes,80,Yes,405
207,2,1.5,No,300,Yes,440
212,2,2,Yes,80,No,355
210,2,2,Yes,40,No,315
200,2,1.5,Yes,300,No,410
216,2,2,Yes,300,No,435
202,2,1.5,No,40,No,270
209,2,2,Yes,40,Yes,365
211,2,2,Yes,80,Yes,405
216,2,2,Yes,300,No,435
200,2,1.5,Yes,300,No,410
219,2,2,No,80,Yes,385
207,2,1.5,No,300,Yes,440
208,2,1.5,No,300,No,390
211,2,2,Yes,80,Yes,405
223,2,2,No,300,Yes,465
220,2,2,No,80,No,335
223,2,2,No,300,Yes,465
208,2,1.5,No,300,No,390
216,2,2,Yes,300,No,435
218,2,2,No,40,No,295
209,2,2,Yes,40,Yes,365
209,2,2,Yes,40,Yes,365
193,2,1.5,Yes,40,Yes,340
222,2,2,No,120,No,355
194,2,1.5,Yes,40,No,290
220,2,2,No,80,No,335
212,2,2,Yes,80,No,355
212,2,2,Yes,80,No,355
208,2,1.5,No,300,No,390
210,2,2,Yes,40,No,315
215,2,2,Yes,300,Yes,485
222,2,2,No,120,No,355
222,2,2,No,120,No,355
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
216,2,2,Yes,300,No,435
218,2,2,No,40,No,295
201,2,1.5,No,40,Yes,320
207,2,1.5,No,300,Yes,440
211,2,2,Yes,80,Yes,405
224,2,2,No,300,No,415
222,2,2,No,120,No,355
212,2,2,Yes,80,No,355
209,2,2,Yes,40,Yes,365
207,2,1.5,No,300,Yes,440
193,2,1.5,Yes,40,Yes,340
199,2,1.5,Yes,300,Yes,460
216,2,2,Yes,300,No,435
212,2,2,Yes,80,No,355
209,2,2,Yes,40,Yes,365
212,2,2,Yes,80,No,355
200,2,1.5,Yes,300,No,410
212,2,2,Yes,80,No,355
200,2,1.5,Yes,300,No,410
222,2,2,No,120,No,355
212,2,2,Yes,80,No,355
222,2,2,No,120,No,355
201,2,1.5,No,40,Yes,320
207,2,1.5,No,300,Yes,440
219,2,2,No,80,Yes,385
223,2,2,No,300,Yes,465
218,2,2,No,40,No,295
211,2,2,Yes,80,Yes,405
194,2,1.5,Yes,40,No,290
211,2,2,Yes,80,Yes,405
193,2,1.5,Yes,40,Yes,340
216,2,2,Yes,300,No,435
219,2,2,No,80,Yes,385
223,2,2,No,300,Yes,465
212,2,2,Yes,80,No,355
222,2,2,No,120,No,355
207,2,1.5,No,300,Yes,440
207,2,1.5,No,300,Yes,440
224,2,2,No,300,No,415
219,2,2,No,80,Yes,385
199,2,1.5,Yes,300,Yes,460
222,2,2,No,120,No,355
223,2,2,No,300,Yes,465
211,2,2,Yes,80,Yes,405
222,2,2,No,120,No,355
199,2,1.5,Yes,300,Yes,460
211,2,2,Yes,80,Yes,405
216,2,2,Yes,300,No,435
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
215,2,2,Yes,300,Yes,485
215,2,2,Yes,300,Yes,485
194,2,1.5,Yes,40,No,290
219,2,2,No,80,Yes,385
216,2,2,Yes,300,No,435
223,2,2,No,300,Yes,465
223,2,2,No,300,Yes,465
209,2,2,Yes,40,Yes,365
224,2,2,No,300,No,415
207,2,1.5,No,300,Yes,440
223,2,2,No,300,Yes,465
212,2,2,Yes,80,No,355
222,2,2,No,120,No,355
222,2,2,No,120,No,355
207,2,1.5,No,300,Yes,440
194,2,1.5,Yes,40,No,290
209,2,2,Yes,40,Yes,365
199,2,1.5,Yes,300,Yes,460
211,2,2,Yes,80,Yes,405
212,2,2,Yes,80,No,355
220,2,2,No,80,No,335
200,2,1.5,Yes,300,No,410
216,2,2,Yes,300,No,435
216,2,2,Yes,300,No,435
216,2,2,Yes,300,No,435
209,2,2,Yes,40,Yes,365
219,2,2,No,80,Yes,385
200,2,1.5,Yes,300,No,410
208,2,1.5,No,300,No,390
215,2,2,Yes,300,Yes,485
210,2,2,Yes,40,No,315
223,2,2,No,300,Yes,465
223,2,2,No,300,Yes,465
209,2,2,Yes,40,Yes,365
217,2,2,No,40,Yes,345
222,2,2,No,120,No,355
201,2,1.5,No,40,Yes,320
211,2,2,Yes,80,Yes,405
219,2,2,No,80,Yes,385
207,2,1.5,No,300,Yes,440
207,2,1.5,No,300,Yes,440
193,2,1.5,Yes,40,Yes,340
209,2,2,Yes,40,Yes,365
224,2,2,No,300,No,415
209,2,2,Yes,40,Yes,365
208,2,1.5,No,300,No,390
224,2,2,No,300,No,415
211,2,2,Yes,80,Yes,405
223,2,2,No,300,Yes,465
220,2,2,No,80,No,335
217,2,2,No,40,Yes,345
212,2,2,Yes,80,No,355
209,2,2,Yes,40,Yes,365
215,2,2,Yes,300,Yes,485
208,2,1.5,No,300,No,390
212,2,2,Yes,80,No,355
210,2,2,Yes,40,No,315
220,2,2,No,80,No,335
207,2,1.5,No,300,Yes,440
223,2,2,No,300,Yes,465
217,2,2,No,40,Yes,345
223,2,2,No,300,Yes,465
200,2,1.5,Yes,300,No,410
193,2,1.5,Yes,40,Yes,340
209,2,2,Yes,40,Yes,365
